[2022-02-25 11:59:41,730] multiqc                                            [DEBUG  ]  No MultiQC config found: /opt/conda/envs/nf-core-atacseq-1.2.1/lib/python3.7/site-packages/multiqc_config.yaml
[2022-02-25 12:00:30,404] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'IK0_R1.mLb.clN.sorted.bam.flagstat' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-02-25 12:00:30,405] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Selecting 'IK1_R2.mLb.mkD.sorted.bam.flagstat' as it matched the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-02-25 12:00:30,406] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Selecting 'IK0_R2.mLb.mkD.sorted.bam.flagstat' as it matched the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-02-25 12:00:30,409] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Selecting 'C1_R1.mLb.mkD.sorted.bam.flagstat' as it matched the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-02-25 12:00:30,413] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'IK4_R1.mLb.clN.sorted.bam.flagstat' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-02-25 12:00:30,413] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'C0_R1.mLb.clN.sorted.bam.flagstat' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-02-25 12:00:30,413] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Selecting 'C24_R2.mLb.mkD.sorted.bam.flagstat' as it matched the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-02-25 12:00:30,415] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'IK1_R2.mLb.clN.sorted.bam.flagstat' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-02-25 12:00:30,415] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'C4_R1.mLb.clN.sorted.bam.flagstat' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-02-25 12:00:30,415] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Selecting 'C4_R1.mLb.mkD.sorted.bam.flagstat' as it matched the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-02-25 12:00:30,416] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'C24_R2.mLb.clN.sorted.bam.flagstat' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-02-25 12:00:30,416] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Selecting 'IK4_R2.mLb.mkD.sorted.bam.flagstat' as it matched the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-02-25 12:00:30,417] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'IK1_R1.mLb.clN.sorted.bam.flagstat' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-02-25 12:00:30,417] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'C24_R1.mLb.clN.sorted.bam.flagstat' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-02-25 12:00:30,417] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'C0_R2.mLb.clN.sorted.bam.flagstat' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-02-25 12:00:30,418] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Selecting 'C0_R2.mLb.mkD.sorted.bam.flagstat' as it matched the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-02-25 12:00:30,419] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Selecting 'C4_R2.mLb.mkD.sorted.bam.flagstat' as it matched the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-02-25 12:00:30,420] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Selecting 'C1_R2.mLb.mkD.sorted.bam.flagstat' as it matched the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-02-25 12:00:30,422] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Selecting 'IK4_R1.mLb.mkD.sorted.bam.flagstat' as it matched the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-02-25 12:00:30,423] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'C1_R1.mLb.clN.sorted.bam.flagstat' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-02-25 12:00:30,423] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'IK4_R2_T2.Lb.sorted.bam.flagstat' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-02-25 12:00:30,423] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'C4_R1_T1.Lb.sorted.bam.flagstat' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-02-25 12:00:30,423] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'IK1_R2_T1.Lb.sorted.bam.flagstat' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-02-25 12:00:30,423] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'C4_R1_T2.Lb.sorted.bam.flagstat' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-02-25 12:00:30,423] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'C4_R2_T1.Lb.sorted.bam.flagstat' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-02-25 12:00:30,423] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'C1_R2_T2.Lb.sorted.bam.flagstat' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-02-25 12:00:30,423] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'C0_R1_T2.Lb.sorted.bam.flagstat' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-02-25 12:00:30,423] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'C4_R2_T2.Lb.sorted.bam.flagstat' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-02-25 12:00:30,423] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'IK24_R1_T1.Lb.sorted.bam.flagstat' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-02-25 12:00:30,423] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'C0_R1_T1.Lb.sorted.bam.flagstat' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-02-25 12:00:30,423] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'IK4_R2_T1.Lb.sorted.bam.flagstat' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-02-25 12:00:30,424] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'C24_R1_T1.Lb.sorted.bam.flagstat' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-02-25 12:00:30,424] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'C0_R2_T1.Lb.sorted.bam.flagstat' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-02-25 12:00:30,424] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'IK24_R1_T2.Lb.sorted.bam.flagstat' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-02-25 12:00:30,424] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'C24_R1_T2.Lb.sorted.bam.flagstat' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-02-25 12:00:30,424] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'C1_R1_T2.Lb.sorted.bam.flagstat' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-02-25 12:00:30,424] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'IK24_R2_T2.Lb.sorted.bam.flagstat' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-02-25 12:00:30,424] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'C24_R2_T2.Lb.sorted.bam.flagstat' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-02-25 12:00:30,424] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'IK0_R2_T2.Lb.sorted.bam.flagstat' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-02-25 12:00:30,424] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'IK0_R2_T1.Lb.sorted.bam.flagstat' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-02-25 12:00:30,424] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'IK4_R1_T1.Lb.sorted.bam.flagstat' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-02-25 12:00:30,424] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'C24_R2_T1.Lb.sorted.bam.flagstat' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-02-25 12:00:30,424] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'C0_R2_T2.Lb.sorted.bam.flagstat' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-02-25 12:00:30,424] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'IK1_R2_T2.Lb.sorted.bam.flagstat' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-02-25 12:00:30,424] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'IK1_R1_T1.Lb.sorted.bam.flagstat' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-02-25 12:00:30,424] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'IK0_R1_T1.Lb.sorted.bam.flagstat' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-02-25 12:00:30,424] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'IK0_R1_T2.Lb.sorted.bam.flagstat' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-02-25 12:00:30,424] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'IK24_R2_T1.Lb.sorted.bam.flagstat' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-02-25 12:00:30,424] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'IK1_R1_T2.Lb.sorted.bam.flagstat' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-02-25 12:00:30,425] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'IK4_R1_T2.Lb.sorted.bam.flagstat' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-02-25 12:00:30,425] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'C1_R1_T1.Lb.sorted.bam.flagstat' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-02-25 12:00:30,425] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'C1_R2_T1.Lb.sorted.bam.flagstat' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-02-25 12:00:30,474] multiqc.modules.samtools.samtools                  [INFO   ]  Found 16 flagstat reports
[2022-02-25 12:00:30,474] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Selecting 'C1_R1.mLb.mkD.sorted.bam.idxstats' as it matched the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-02-25 12:00:30,476] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Selecting 'IK1_R1.mLb.mkD.sorted.bam.idxstats' as it matched the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-02-25 12:00:30,477] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Skipping 'IK1_R1.mLb.clN.sorted.bam.idxstats' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-02-25 12:00:30,477] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Skipping 'IK1_R2.mLb.clN.sorted.bam.idxstats' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-02-25 12:00:30,477] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Skipping 'C1_R2.mLb.clN.sorted.bam.idxstats' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-02-25 12:00:30,477] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Selecting 'C4_R2.mLb.mkD.sorted.bam.idxstats' as it matched the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-02-25 12:00:30,479] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Skipping 'IK24_R2.mLb.clN.sorted.bam.idxstats' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-02-25 12:00:30,479] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Skipping 'IK24_R1.mLb.clN.sorted.bam.idxstats' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-02-25 12:00:30,479] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Selecting 'IK0_R1.mLb.mkD.sorted.bam.idxstats' as it matched the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-02-25 12:00:30,480] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Selecting 'C1_R2.mLb.mkD.sorted.bam.idxstats' as it matched the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-02-25 12:00:30,482] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Skipping 'C4_R2.mLb.clN.sorted.bam.idxstats' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-02-25 12:00:30,482] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Selecting 'IK4_R1.mLb.mkD.sorted.bam.idxstats' as it matched the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-02-25 12:00:30,483] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Selecting 'C0_R2.mLb.mkD.sorted.bam.idxstats' as it matched the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-02-25 12:00:30,484] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Selecting 'C0_R1.mLb.mkD.sorted.bam.idxstats' as it matched the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-02-25 12:00:30,486] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Skipping 'IK4_R2.mLb.clN.sorted.bam.idxstats' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-02-25 12:00:30,486] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Selecting 'IK0_R2.mLb.mkD.sorted.bam.idxstats' as it matched the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-02-25 12:00:30,487] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Selecting 'IK4_R2.mLb.mkD.sorted.bam.idxstats' as it matched the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-02-25 12:00:30,488] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Selecting 'C24_R1.mLb.mkD.sorted.bam.idxstats' as it matched the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-02-25 12:00:30,490] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Selecting 'IK1_R2.mLb.mkD.sorted.bam.idxstats' as it matched the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-02-25 12:00:30,491] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Skipping 'C24_R2.mLb.clN.sorted.bam.idxstats' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-02-25 12:00:30,491] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Skipping 'C0_R2.mLb.clN.sorted.bam.idxstats' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-02-25 12:00:30,491] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Skipping 'IK0_R1.mLb.clN.sorted.bam.idxstats' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-02-25 12:00:30,491] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Skipping 'C1_R1.mLb.clN.sorted.bam.idxstats' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-02-25 12:00:30,491] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Selecting 'IK24_R1.mLb.mkD.sorted.bam.idxstats' as it matched the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
